id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10974,Feedback about the website,"Just some feedback, it would be great if the website had a size comparison tool.",solved,normal,problem,email,"vip,priority",52854,918,1,2025-06-27T22:13:22,2025-06-28T08:27:22,GEN-002,GEN-002,1,False,False,,False
10975,Complaint about recent order,"Hi, I've had several issues with my last few orders and I'm not happy with teh service.",solved,normal,task,email,mobile_app,53027,921,2,2025-06-14T01:17:51,2025-06-14T09:50:51,GEN-001,GEN-001,1,False,False,,False
10976,My order is late,Order #159436 was supposed to arrive on Aug 03 and it's still not here. What's going on?,pending,high,problem,email,"priority,vip",50829,900,1,2025-08-10T12:09:35,2025-08-10T15:56:35,ORD-002,ORD-002,1,False,False,,False
10977,Out of stock item,"Hi, the phone case shows as out of stock, do you know when it'll be available again?",solved,low,task,email,mobile_app,51958,918,1,2025-07-22T17:12:03,2025-07-22T22:47:03,PRD-004,ACC-003,1,True,False,,False
10978,Need to change shipping address,"Hi, I think I entered the wrong address for order #234660, could you update it before it ships?",closed,normal,task,web_widget,priority,52239,913,1,2025-07-15T22:13:15,2025-07-16T07:18:15,ORD-005,ORD-005,1,False,False,,False
10979,Product arrived defective,"Hi, my order arrived and the sunglasses is broken, it won't turn on at all.",open,urgent,question,email,,50771,903,2,2025-06-10T19:15:43,2025-06-11T02:56:43,PRD-001,PRD-001,1,False,False,,False
10980,Item stopped working,The graphic t-shirt I ordered stopped working after 10 days of normal use.,solved,normal,problem,web_widget,"mobile_app,web",50046,920,1,2025-07-20T20:48:57,2025-07-21T03:55:57,PRD-001,GEN-003,1,True,False,,False
10981,Password reset not working,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",pending,normal,question,email,"web,mobile_app",51420,924,2,2025-07-03T14:17:45,2025-07-03T22:16:45,ACC-001,RET-002,1,True,False,,False
10982,Locked out of my account,"The password reset link you sent isn't working, can you help me get back in?",pending,low,question,web_widget,,53521,924,1,2025-07-09T15:23:25,2025-07-09T22:27:25,ACC-001,ACC-001,1,False,False,,False
10983,Tracking question,"Hello, just checking on the status of order #889196, it's been a few days and I haven't heard anything.",solved,normal,problem,email,vip,51022,905,1,2025-06-20T14:45:54,2025-06-21T02:24:54,ORD-001,ORD-001,1,False,False,,False
10984,Update my account details,Can you help me change the phone number linked to my account?,closed,normal,problem,web_widget,web,53564,903,1,2025-08-10T00:33:07,2025-08-10T07:21:07,ACC-002,ACC-002,1,False,False,,False
10985,Tracking question,"Hi, I placed order #342103 on Jul 19 and I can't find any tracking info. Can you tell me where it is?",solved,low,question,web_widget,,51764,923,1,2025-08-04T18:45:17,2025-08-05T00:04:17,ORD-001,ORD-001,1,False,False,,False
10986,When will this be back in stock?,Is there any way to get notified when the winter coat is restocked?,closed,high,incident,email,"priority,mobile_app",52228,903,2,2025-08-04T17:56:13,2025-08-05T04:10:13,PRD-004,PRD-004,1,False,False,,False
10987,Thank you!,"Hi, your support team helped me out so quickly yesterday, really appreciated it.",open,high,question,web_widget,priority,52074,924,1,2025-08-17T07:18:49,2025-08-17T17:14:49,GEN-003,GEN-003,1,False,False,,False
10988,Just wanted to say thanks,"Just wanted to say thank you, my order arrived early and in perfect condition.",solved,low,question,web_widget,vip,50623,915,2,2025-08-27T01:25:14,2025-08-27T19:02:14,GEN-003,GEN-003,1,False,False,,False
10989,Incomplete package,"I just opened my pacakge for order #653323 and the sunglasses is missing, only the rest of the items were inside.",closed,low,question,email,"mobile_app,vip",53506,924,2,2025-06-02T18:04:15,2025-06-03T04:06:15,ORD-004,ORD-004,1,False,False,,False
10990,Return eligibility,How many days do I have to return something after delivery?,solved,normal,incident,web_widget,"web,mobile_app",53460,913,1,2025-07-02T04:50:10,2025-07-02T14:53:10,RET-004,RET-004,1,False,False,,False
10991,Where is my order?,"Hello, just checking on the status of order #194893, it's been a few days and I haven't heard anything.",pending,high,incident,web_widget,priority,52942,902,1,2025-08-02T05:09:54,2025-08-02T13:43:54,ORD-001,GEN-003,1,True,False,,False
10992,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the desk lamp over a week ago.",solved,high,task,email,"web,vip",53224,917,1,2025-06-20T09:53:30,2025-06-20T21:16:30,ORD-002,RET-001,1,True,False,,False
10993,Item stopped working,"Hi, my order arrived and the running shoes is broken, it won't turn on at all.",solved,low,task,email,"mobile_app,web",50298,923,2,2025-07-15T09:16:46,2025-07-16T00:02:46,PRD-001,PRD-001,1,False,False,,False
10994,My order is late,Order #254173 was supposed to arrive on Jul 11 and it's still not here. What's going on?,solved,normal,incident,email,"vip,mobile_app",50019,901,1,2025-07-22T00:27:56,2025-07-22T16:41:56,ORD-002,RET-002,1,True,False,,False
10995,Question before buying,"Quick question, is teh sneakers compatible with older devices?",closed,normal,incident,web_widget,ecommerce,50258,913,1,2025-08-08T23:50:52,2025-08-09T11:14:52,PRD-003,PRD-003,1,False,False,,False
10996,Item stopped working,The laptop sleeve I ordered stopped working after 13 days of normal use.,solved,normal,question,email,"priority,ecommerce",52337,916,1,2025-07-16T22:19:17,2025-07-17T08:42:17,PRD-001,PRD-001,1,False,False,,False
10997,Refund status,"I returned my order #945640 6 days ago and haven't seen a refund yet, can you check?",open,normal,task,web_widget,,51829,918,1,2025-07-14T09:12:36,2025-07-14T14:34:36,RET-002,RET-002,1,False,False,,False
10998,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",closed,low,problem,email,,52505,922,2,2025-07-13T00:02:48,2025-07-13T09:31:48,PAY-002,PAY-002,1,False,False,,False
10999,Complaint about recent order,"I want to file a complaint, my overall experience with this order has been really disappointing.",solved,low,incident,email,"mobile_app,ecommerce",51636,923,2,2025-07-08T03:42:38,2025-07-08T11:59:38,GEN-001,GEN-001,1,False,False,,False
11000,Does this come in other sizes?,"Hi, before I order the smartwatch, does it come in a larger size?",closed,low,question,web_widget,"vip,ecommerce",50028,917,1,2025-06-29T09:59:09,2025-06-29T16:49:09,PRD-003,PRD-003,1,False,False,,False
11001,Tracking question,"Hello, just checking on the status of order #784246, it's been a few days and I haven't heard anything.",solved,low,task,web_widget,web,51955,913,1,2025-07-06T02:26:34,2025-07-06T14:53:34,ORD-001,ORD-001,1,False,False,,False
11002,Random query,This might not be the right place but I wasn't sure where else to send this.,solved,normal,question,web_widget,,50836,908,2,2025-06-13T02:04:33,2025-06-13T06:18:33,GEN-OTHER,GEN-OTHER,1,False,False,,False
11003,This isn't what I ordered,"Hi, the color/size I received doesn't match order #524449 at all.",solved,normal,task,web_widget,"mobile_app,vip",51622,913,1,2025-08-22T23:13:47,2025-08-23T12:03:47,PRD-002,PRD-002,1,False,False,,False
11004,Product arrived defective,"Hi, my order arrived and the bluetooth speaker is broken, it won't turn on at all.",solved,normal,question,web_widget,,50843,918,1,2025-07-08T17:46:14,2025-07-09T02:52:14,PRD-001,PRD-001,1,False,False,,False
11005,Still waiting on refund for #494309,"Hi, when will I get my money back for the item I sent back?",solved,low,question,web_widget,"mobile_app,web",53015,925,2,2025-08-25T13:29:13,2025-08-26T02:17:13,RET-002,RET-002,1,False,False,,False
11006,Random query,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,normal,question,web_widget,mobile_app,52949,923,1,2025-07-11T06:21:13,2025-07-11T16:23:13,GEN-OTHER,GEN-OTHER,1,False,False,,False
11007,Feature request,"Just some feedback, it would be great if the website had a size comparison tool.",solved,normal,problem,email,ecommerce,53336,907,2,2025-07-09T02:09:27,2025-07-09T10:54:27,GEN-002,GEN-002,1,False,False,,False
11008,My order never arrived,"Hi, the courier says my package for order #566679 was delivered but it's nowhere to be found.",pending,normal,task,web_widget,"priority,vip",52430,916,2,2025-07-20T03:05:32,2025-07-20T09:12:32,ORD-003,ORD-003,1,False,False,,False
11009,My order never arrived,"Hi, the courier says my package for order #525407 was delivered but it's nowhere to be found.",closed,normal,task,web_widget,web,50910,909,2,2025-06-22T03:14:22,2025-06-22T15:16:22,ORD-003,PAY-004,1,True,False,,False
11010,Order #286037 status,"Hello, just checking on the status of order #286037, it's been a few days and I haven't heard anything.",closed,low,task,email,"mobile_app,ecommerce",50501,921,2,2025-06-08T10:57:27,2025-06-08T22:15:27,ORD-001,ORD-001,1,False,False,,False
11011,Where is my order?,"Hi, I placed order #127170 on Jun 23 and I can't find any tracking info. Can you tell me where it is?",solved,normal,question,web_widget,vip,50411,907,1,2025-06-29T17:33:47,2025-06-30T04:42:47,ORD-001,ORD-001,1,False,False,,False
11012,Product question about smartwatch,"Quick question, is the smartwatch compatible with older devices?",solved,high,question,web_widget,,50148,911,1,2025-07-23T09:23:06,2025-07-23T18:49:06,PRD-003,PRD-003,1,False,False,,False
11013,Where is my order?,"Hello, just checking on teh status of order #304171, it's been a few days adn I haven't heard anything.",solved,low,incident,email,"priority,ecommerce",50629,918,1,2025-08-13T23:32:08,2025-08-14T11:52:08,ORD-001,ORD-001,1,False,False,,False
11014,Quick question,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,low,incident,web_widget,vip,52661,907,2,2025-07-06T08:19:37,2025-07-06T20:15:37,GEN-OTHER,GEN-OTHER,1,False,False,,False
11015,Out of stock item,"Hi, the leather wallet shows as out of stock, do you know when it'll be available again?",closed,low,question,web_widget,ecommerce,52457,913,1,2025-08-02T13:55:32,2025-08-02T21:18:32,PRD-004,PRD-004,1,False,False,,False
11016,Card not working at checkout,"Hi, I'm getting a payment error and can't finish my order.",solved,low,problem,email,"ecommerce,mobile_app",52822,917,2,2025-06-24T01:03:16,2025-06-24T11:04:16,PAY-001,PAY-001,1,False,False,,False
11017,Still waiting on refund for #553192,"I returned my order #553192 5 days ago and haven't seen a refund yet, can you check?",pending,normal,problem,web_widget,web,53390,904,1,2025-07-12T13:44:16,2025-07-12T23:07:16,RET-002,ORD-005,1,True,False,,False
11018,Where is my order?,"Hello, just checking on the status of order #998294, it's been a few days and I haven't heard anything.",closed,normal,incident,web_widget,"priority,vip",50350,919,2,2025-06-18T18:31:02,2025-06-19T02:13:02,ORD-001,ORD-001,1,False,False,,False
11019,This isn't what I ordered,"Hi, the color/size I received doesn't match order #924286 at all.",open,normal,problem,email,ecommerce,53309,912,2,2025-07-25T02:41:58,2025-07-25T12:56:58,PRD-002,PRD-002,1,False,False,,False
11020,Discount code not working,"Hi, I was supposed to get a discount but my order #423904 was charged full price.",solved,low,incident,email,"ecommerce,web",50002,916,1,2025-08-16T04:16:33,2025-08-16T12:39:33,PAY-004,GEN-OTHER,1,True,False,,False
11021,Defective desk lamp,"The desk lamp I ordered stopped working after 3 days of normal use. Hi, the color/size I received doesn't match order #370682 at all.",open,normal,incident,web_widget,,52476,902,2,2025-08-23T20:44:56,2025-08-24T09:57:56,PRD-001,PRD-001,1,False,True,PRD-002,False
11022,Update my account details,Can you help me change the phone number linked to my account?,solved,low,task,email,,52015,919,2,2025-08-18T18:42:43,2025-08-19T05:14:43,ACC-002,ACC-002,1,False,False,,False
11023,Received wrong product,I ordered the running shoes but received a completely different item.,solved,normal,task,web_widget,"priority,ecommerce",51288,909,1,2025-06-17T21:37:08,2025-06-18T11:03:08,PRD-002,PRD-002,1,False,False,,False
11024,Discount code not working,"Hi, I was supposed to get a discount but my order #325599 was charged full price.",open,low,question,web_widget,ecommerce,52563,915,1,2025-06-07T13:50:43,2025-06-07T17:26:43,PAY-004,PAY-004,1,False,False,,False
11025,Locked out of my account,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",pending,high,task,web_widget,web,51136,909,1,2025-07-24T18:47:50,2025-07-25T01:42:50,ACC-001,ACC-001,1,False,False,,False
11026,Can't complete checkout,"Hi, I'm getting a payment error and can't finish my order.",solved,normal,problem,web_widget,,51914,900,1,2025-08-08T06:24:02,2025-08-08T21:46:02,PAY-001,PAY-001,1,False,False,,False
11027,My order never arrived,"Hi, the courier says my package for order #731328 was delivered but it's nowhere to be found.",solved,normal,problem,web_widget,,50862,906,1,2025-06-16T05:38:11,2025-06-16T18:19:11,ORD-003,ORD-003,1,False,False,,False
11028,My order is late,Order #676322 was supposed to arrive on Jul 31 and it's still not here. What's going on?,closed,high,problem,web_widget,web,52753,914,1,2025-08-05T06:24:08,2025-08-05T16:45:08,ORD-002,ORD-002,1,False,False,,False
11029,Refund status,"I returned my order #516381 6 days ago and haven't seen a refund yet, can you check?",pending,normal,task,web_widget,,50680,921,2,2025-08-21T22:22:25,2025-08-22T11:20:25,RET-002,RET-002,1,False,False,,False
11030,Quality doesn't match description,"Hi, the quality of this item really doesn't match the product description on the site.",solved,normal,task,web_widget,mobile_app,51940,924,2,2025-06-28T22:29:35,2025-06-29T08:50:35,PRD-005,PRD-005,1,False,False,,False
11031,Product arrived defective,"Hi, my order arrived and the winter coat is broken, it won't turn on at all.",solved,normal,question,email,mobile_app,51751,916,1,2025-07-15T10:18:23,2025-07-15T20:51:23,PRD-001,PRD-001,1,False,False,,False
11032,Tracking question,"Hello, just checking on the status of order #334822, it's been a few days and I haven't heard anything.",closed,normal,problem,email,"web,ecommerce",50470,911,2,2025-06-04T00:26:06,2025-06-04T04:45:06,ORD-001,ORD-001,1,False,False,,False
11033,Item stopped working,"Hi, my order arrived and the graphic t-shirt is broken, it won't turn on at all.",solved,normal,incident,email,,51277,920,2,2025-07-30T22:53:38,2025-07-31T03:34:38,PRD-001,PRD-001,1,False,False,,False
11034,Refund status,"Hi, when will I get my money back for the item I sent back?",solved,low,task,web_widget,web,51490,916,2,2025-07-22T15:58:36,2025-07-23T05:43:36,RET-002,RET-002,1,False,False,,False
11035,Defective wireless headphones,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",pending,low,task,web_widget,mobile_app,52260,922,1,2025-07-29T07:57:43,2025-07-29T17:20:43,PRD-001,PRD-001,1,False,False,,False
11036,Incorrect charge amount,"Hi, the amount charged to my card doesn't match my order total, can you check?",closed,high,problem,web_widget,"priority,vip",53439,915,1,2025-08-20T13:21:51,2025-08-21T00:39:51,PAY-002,PAY-002,1,False,False,,False
11037,Delivery delay on #778904,Order #778904 was supposed to arrive on Jul 10 and it's still not here. What's going on?,solved,low,question,web_widget,"mobile_app,vip",50096,924,1,2025-07-11T07:03:31,2025-07-11T20:32:31,ORD-002,ORD-002,1,False,False,,False
11038,Invoice request for #130592,"Hi, could you send me an invoice for order #130592? I need it for accounting.",closed,normal,task,web_widget,priority,53032,916,1,2025-08-23T15:09:17,2025-08-23T18:23:17,PAY-003,PAY-003,1,False,False,,False
11039,Wrong item received,I ordered the leather wallet but received a completely different item.,solved,normal,question,email,"vip,ecommerce",50827,909,2,2025-07-13T12:47:17,2025-07-13T21:13:17,PRD-002,PRD-002,1,False,False,,False
11040,Update my account details,"Hi, I need to update the email address on my account.",closed,low,task,web_widget,web,51604,909,2,2025-06-24T21:09:37,2025-06-25T10:20:37,ACC-002,ACC-002,1,False,False,,False
11041,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",solved,normal,question,email,"mobile_app,vip",51926,910,1,2025-07-13T19:42:03,2025-07-14T15:36:03,RET-003,RET-003,1,False,False,,False
11042,How long do I have to return an item?,How many days do I have to return something after delivery?,solved,normal,incident,web_widget,web,50487,900,2,2025-06-25T07:59:02,2025-06-25T22:19:02,RET-004,PRD-001,1,True,False,,False
11043,Still waiting on refund for #368780,"Hi, when will I get my money back for the item I sent back?",solved,normal,problem,web_widget,"web,ecommerce",53559,916,1,2025-07-31T08:49:50,2025-07-31T11:57:50,RET-002,RET-002,1,False,False,,False
11044,GDPR data request,"Hi, I'd like to delete my account and all data you hold on me, please confirm once done.",pending,normal,incident,email,,50508,923,1,2025-06-19T19:35:53,2025-06-20T07:28:53,ACC-003,ACC-003,1,False,False,,False
11045,Where is my refund?,"I returned my order #197955 7 days ago and haven't seen a refund yet, can you check?",closed,normal,task,web_widget,,50481,904,2,2025-07-28T03:47:38,2025-07-28T23:19:38,RET-002,RET-002,1,False,False,,False
11046,Order #851504 missing an item,"I just opened my package for order #851504 and the yoga mat is missing, only the rest of the items were inside.",solved,normal,question,web_widget,web,52403,925,1,2025-08-08T03:03:09,2025-08-08T10:53:09,ORD-004,ORD-004,1,False,False,,False
11047,Defective bluetooth speaker,"Hi, my order arrived and the bluetooth speaker is broken, it won't turn on at all.",solved,high,question,web_widget,web,50168,907,1,2025-07-17T17:19:07,2025-07-18T12:27:07,PRD-001,PRD-001,1,False,False,,False
11048,Need an invoice,"Hi, could you send me an invoice for order #320547? I need it for accounting.",closed,high,question,web_widget,"mobile_app,priority",51479,911,2,2025-07-25T17:38:44,2025-07-26T04:14:44,PAY-003,PAY-003,1,False,False,,False
11049,My order never arrived,"Hi, the courier says my package for order #725092 was delivered but it's nowhere to be found.",solved,normal,task,web_widget,vip,53487,909,2,2025-08-13T22:21:51,2025-08-14T08:31:51,ORD-003,ORD-003,1,False,False,,False
11050,Delivery delay on #572281,"Hi, my delivery is running late, I ordered the laptop sleeve over a week ago.",solved,low,problem,email,web,52400,907,1,2025-06-03T17:15:59,2025-06-04T05:38:59,ORD-002,ORD-002,1,False,False,,False
11051,Thank you!,"Hi, your support team helped me out so quickly yesterday, really appreciated it.",closed,normal,question,web_widget,ecommerce,50985,925,1,2025-07-03T08:55:39,2025-07-03T22:01:39,GEN-003,GEN-003,1,False,False,,False
11052,Delete my account,This is a formal request for a copy of all personal data you have on file for me.,closed,urgent,question,web_widget,"priority,ecommerce",51203,906,1,2025-06-09T01:58:23,2025-06-09T13:16:23,ACC-003,ACC-003,1,False,False,,False
11053,Order #525614 status,"Hi, I placed order #525614 on Jun 09 and I can't find any tracking info. Can you tell me where it is?",open,low,incident,web_widget,mobile_app,50380,903,1,2025-06-19T14:58:11,2025-06-20T01:31:11,ORD-001,ORD-001,1,False,False,,False
11054,Still waiting on refund for #523814,"I returned my order #523814 6 days ago and haven't seen a refund yet, can you check?",pending,low,incident,email,,52128,903,2,2025-07-08T12:29:49,2025-07-08T20:54:49,RET-002,RET-002,1,False,False,,False
11055,Package marked delivered but I got nothing,"Hi, the courier says my package for order #722731 was delivered but it's nowhere to be found.",pending,normal,task,web_widget,"priority,web",53119,915,1,2025-07-10T12:17:26,2025-07-10T20:58:26,ORD-003,ORD-003,1,False,False,,False
11056,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",closed,normal,incident,web_widget,,52519,908,1,2025-06-14T21:21:40,2025-06-15T04:30:40,RET-002,RET-002,1,False,False,,False
11057,Product arrived defective,"Hi, my order arrived and the winter coat is broken, it won't turn on at all.",solved,normal,question,web_widget,vip,50927,914,1,2025-07-15T05:37:45,2025-07-15T23:19:45,PRD-001,PRD-001,1,False,False,,False
11058,Payment declined,"Hi, I'm getting a payment error and can't finish my order.",open,normal,task,web_widget,"ecommerce,vip",50274,923,1,2025-07-07T00:11:40,2025-07-07T07:14:40,PAY-001,PRD-005,1,True,False,,False
11059,Item stopped working,"Hi, my order arrived and the bluetooth speaker is broken, it won't turn on at all.",open,low,task,email,"ecommerce,vip",50562,901,1,2025-06-08T12:55:40,2025-06-09T02:59:40,PRD-001,PRD-001,1,False,False,,False
11060,Refund status,"I returned my order #880124 3 days ago and haven't seen a refund yet, can you check?",closed,low,question,email,,50527,906,1,2025-06-09T17:15:00,2025-06-10T01:35:00,RET-002,RET-002,1,False,False,,False
11061,Not happy with my experience,"I want to file a complaint, my overall experience with this order has been really disappointing.",open,high,question,web_widget,priority,51296,916,2,2025-06-05T01:45:19,2025-06-05T09:00:19,GEN-001,ACC-002,1,True,False,,False
11062,Item stopped working,"Hi, my order arrived and the smartwatch is broken, it won't turn on at all. I ordered the smartwatch but received a completely different item.",solved,normal,problem,web_widget,priority,53417,904,1,2025-06-23T09:01:05,2025-06-23T14:40:05,PRD-001,PRD-001,1,False,True,PRD-002,False
11063,Wrong refund amount,I got refunded for order #160233 but the amount is way less than what I paid.,open,normal,incident,web_widget,"ecommerce,mobile_app",50221,921,1,2025-07-28T06:11:57,2025-07-28T14:53:57,RET-003,RET-003,1,False,False,,False
11064,Quick question,This might not be the right place but I wasn't sure where else to send this.,solved,normal,problem,email,"ecommerce,priority",51858,922,1,2025-08-13T17:53:11,2025-08-14T03:50:11,GEN-OTHER,GEN-OTHER,1,False,False,,False
11065,Does this come in other sizes?,"Hi, before I order teh desk lamp, does it come in a larger size?",solved,normal,incident,web_widget,,52952,901,1,2025-08-17T22:23:49,2025-08-18T08:51:49,PRD-003,PRD-003,1,False,False,,False
11066,Package hasn't arrived yet,Order #908524 was supposed to arrive on Aug 12 and it's still not here. What's going on?,pending,high,task,web_widget,"web,vip",50011,918,2,2025-08-21T21:26:18,2025-08-22T07:11:18,ORD-002,ORD-002,1,False,False,,False
11067,Still waiting on refund for #138598,"I returned my order #138598 3 days ago adn haven't seen a refund yet, can you check?",open,normal,task,web_widget,"vip,web",51559,916,1,2025-07-05T11:02:38,2025-07-05T20:37:38,RET-002,RET-002,1,False,False,,False
11068,This isn't what I ordered,"Hi, teh color/size I received doesn't match order #472184 at all.",solved,normal,incident,email,"mobile_app,ecommerce",50176,912,1,2025-08-05T07:07:51,2025-08-05T22:10:51,PRD-002,PRD-002,1,False,False,,False
11069,Where is my order?,"Hi, I placed order #223249 on Aug 17 and I can't find any tracking info. Can you tell me where it is?",open,high,task,web_widget,mobile_app,50496,917,1,2025-08-18T08:19:55,2025-08-18T23:45:55,ORD-001,ORD-001,1,False,False,,False
11070,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",closed,urgent,incident,web_widget,ecommerce,53214,901,1,2025-08-01T01:52:37,2025-08-01T13:50:37,RET-003,RET-003,1,False,False,,False
11071,Not as pictured,The sneakers I received feels much cheaper than it looked in the photos.,closed,high,problem,web_widget,"priority,vip",50838,911,1,2025-08-17T20:49:59,2025-08-18T14:07:59,PRD-005,PRD-005,1,False,False,,False
11072,Complaint about recent order,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",closed,low,incident,email,,53536,919,2,2025-07-31T16:21:43,2025-08-01T04:36:43,GEN-001,GEN-001,1,False,False,,False
11073,Defective yoga mat,"Hi, my order arrived and the yoga mat is broken, it won't turn on at all.",solved,normal,incident,web_widget,ecommerce,52568,902,1,2025-07-21T12:39:30,2025-07-21T23:37:30,PRD-001,PRD-001,1,False,False,,False
11074,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the running shoes over a week ago.",solved,normal,question,web_widget,,51851,907,1,2025-06-16T00:53:51,2025-06-16T09:57:51,ORD-002,ORD-002,1,False,False,,False
11075,Wrong item received,"Hi, the color/size I recieved doesn't match order #316421 at all.",closed,normal,problem,email,,50303,904,1,2025-06-20T06:25:19,2025-06-20T14:55:19,PRD-002,PRD-002,1,False,False,,False
11076,Where is my refund?,"I returned my order #495908 14 days ago and haven't seen a refund yet, can you check?",pending,normal,task,web_widget,,52505,908,1,2025-07-23T11:38:06,2025-07-23T17:11:06,RET-002,RET-002,1,False,False,,False
11077,Missing points from order,What benefits come with the premium membership tier?,closed,low,problem,web_widget,"ecommerce,mobile_app",51428,908,2,2025-06-14T16:14:07,2025-06-15T06:00:07,LOY-001,LOY-001,1,False,False,,False
11078,Discount code not working,I used the code SAVE10 but it didn't apply any discount at checkout.,solved,high,problem,web_widget,,51172,921,1,2025-06-18T01:19:19,2025-06-18T09:38:19,PAY-004,PAY-004,1,False,False,,False
11079,Incorrect charge amount,"Hi, the amount charged to my card doesn't match my order total, can you check?",closed,low,question,email,mobile_app,52952,921,1,2025-06-05T14:48:50,2025-06-05T22:13:50,PAY-002,PAY-002,1,False,False,,False
11080,Feedback about the website,Have you considered adding more filters to the search page? Would make browsing easier.,closed,normal,problem,web_widget,web,51036,921,2,2025-07-19T03:08:46,2025-07-19T16:21:46,GEN-002,GEN-002,1,False,False,,False
11081,Package hasn't arrived yet,Order #818876 was supposed to arrive on Jul 20 and it's still not here. What's going on?,solved,high,incident,email,,50730,905,1,2025-07-24T05:43:55,2025-07-24T13:07:55,ORD-002,ORD-002,1,False,False,,False
11082,Tracking question,"Hello, just checking on the status of order #630672, it's been a few days and I haven't heard anything.",closed,low,question,web_widget,,50442,914,1,2025-06-04T21:50:09,2025-06-05T10:29:09,ORD-001,ORD-001,1,False,False,,False
11083,Defective backpack,The backpack I ordered stopped working after 4 days of normal use.,solved,low,incident,web_widget,priority,50891,903,1,2025-08-15T10:35:56,2025-08-15T22:35:56,PRD-001,PRD-001,1,False,False,,False
11084,Receipt for accounting,"Hi, could you send me an invoice for order #597116? I need it for accounting.",open,normal,task,web_widget,,50990,917,1,2025-08-12T19:16:02,2025-08-13T05:50:02,PAY-003,PAY-003,1,False,False,,False
11085,Receipt for accounting,"Hi, could you send me an invoice for order #983779? I need it for accounting.",solved,normal,task,email,priority,50307,901,1,2025-07-01T18:27:11,2025-07-02T02:19:11,PAY-003,GEN-002,1,True,False,,False
11086,Item stopped working,The denim jacket I ordered stopped working after 14 days of normal use.,solved,low,question,email,"web,priority",52379,917,1,2025-06-17T20:45:14,2025-06-18T17:46:14,PRD-001,PRD-001,1,False,False,,False
11087,Need a return label,"Hi, I'd like to return the bluetooth speaker from order #590292, can you send me a return label?",solved,normal,task,web_widget,,52762,902,1,2025-06-30T00:19:15,2025-06-30T13:24:15,RET-001,RET-001,1,False,False,,False
11088,Please erase my data,This is a formal request for a copy of all personal data you have on file for me.,solved,low,question,web_widget,mobile_app,50973,917,2,2025-08-13T21:32:20,2025-08-14T11:09:20,ACC-003,ACC-003,1,False,False,,False
11089,Invoice request for #549721,"Hi, could you send me an invoice for order #549721? I need it for accounting.",closed,normal,incident,web_widget,mobile_app,51264,910,1,2025-06-21T23:18:55,2025-06-22T15:32:55,PAY-003,PAY-003,1,False,False,,False
11090,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the running shoes over a week ago.",pending,normal,question,web_widget,"ecommerce,web",53038,921,2,2025-06-30T03:23:56,2025-06-30T13:57:56,ORD-002,ORD-002,1,False,False,,False
11091,Disappointed with quality,The graphic t-shirt I received feels much cheaper than it looked in teh photos.,closed,low,incident,email,priority,50997,922,1,2025-07-20T19:14:23,2025-07-21T05:32:23,PRD-005,PAY-004,1,True,False,,False
11092,Not as pictured,The denim jacket I received feels much cheaper than it looked in the photos.,closed,normal,problem,web_widget,"mobile_app,priority",52638,909,1,2025-06-24T06:49:13,2025-06-24T18:07:13,PRD-005,LOY-001,1,True,False,,False
11093,Order #648126 status,"Hello, just checking on the status of order #648126, it's been a few days and I haven't heard anything.",closed,normal,incident,web_widget,ecommerce,52690,902,1,2025-08-12T08:30:49,2025-08-12T18:59:49,ORD-001,ORD-001,1,False,False,,False
11094,Still waiting on refund for #634570,"I returned my order #634570 13 days ago and haven't seen a refund yet, can you check?",solved,normal,question,email,"vip,priority",52404,908,1,2025-08-07T06:56:32,2025-08-07T14:52:32,RET-002,ACC-002,1,True,False,,False
11095,Need to update my address,"Hi, I need to update the email address on my account.",solved,normal,problem,web_widget,"vip,web",52710,912,2,2025-06-04T00:01:23,2025-06-04T15:08:23,ACC-002,ACC-002,1,False,False,,False
11096,Complaint about recent order,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",solved,normal,question,email,,53095,907,1,2025-06-25T07:13:18,2025-06-25T15:25:18,GEN-001,GEN-001,1,False,False,,False
11097,Product question about graphic t-shirt,"Quick question, is the graphic t-shirt compatible with older devices?",solved,low,question,email,"mobile_app,web",51208,912,1,2025-07-11T09:02:23,2025-07-11T17:07:23,PRD-003,PAY-001,1,True,False,,False
11098,Partial refund issue,I got refunded for order #149289 but the amount is way less than what I paid.,open,normal,question,email,web,53189,900,1,2025-06-15T07:02:20,2025-06-15T13:24:20,RET-003,RET-003,1,False,False,,False
